Question,Answer
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were seven golfers: Joe, Dan, Ada, Amy, Rob, Mya, and Mel. Ada finished below Amy. Joe finished below Dan. Dan finished below Ada. Mel finished third-to-last. Amy finished third. Rob finished below Mya.
Options:
(A) Joe finished last
(B) Dan finished last
(C) Ada finished last
(D) Amy finished last
(E) Rob finished last
(F) Mya finished last
(G) Mel finished last",(A)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells seven fruits: watermelons, oranges, mangoes, cantaloupes, kiwis, pears, and peaches. The pears are the second-cheapest. The peaches are more expensive than the cantaloupes. The peaches are less expensive than the mangoes. The cantaloupes are more expensive than the kiwis. The oranges are the fourth-most expensive. The watermelons are the second-most expensive.
Options:
(A) The watermelons are the third-most expensive
(B) The oranges are the third-most expensive
(C) The mangoes are the third-most expensive
(D) The cantaloupes are the third-most expensive
(E) The kiwis are the third-most expensive
(F) The pears are the third-most expensive
(G) The peaches are the third-most expensive",(G)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were seven golfers: Eve, Rob, Dan, Mel, Ana, Eli, and Ada. Ada finished above Rob. Eve finished below Rob. Mel finished above Eli. Ada finished below Dan. Ana finished third. Eli finished second.
Options:
(A) Eve finished third
(B) Rob finished third
(C) Dan finished third
(D) Mel finished third
(E) Ana finished third
(F) Eli finished third
(G) Ada finished third",(E)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were seven golfers: Mya, Eli, Ana, Amy, Mel, Dan, and Joe. Amy finished below Joe. Dan finished above Mya. Eli finished third. Ana finished first. Amy finished second-to-last. Mya finished fourth.
Options:
(A) Mya finished first
(B) Eli finished first
(C) Ana finished first
(D) Amy finished first
(E) Mel finished first
(F) Dan finished first
(G) Joe finished first",(C)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells seven fruits: apples, pears, mangoes, oranges, watermelons, peaches, and cantaloupes. The pears are more expensive than the oranges. The oranges are more expensive than the cantaloupes. The peaches are less expensive than the cantaloupes. The apples are the third-cheapest. The watermelons are the second-most expensive. The mangoes are the fourth-most expensive.
Options:
(A) The apples are the cheapest
(B) The pears are the cheapest
(C) The mangoes are the cheapest
(D) The oranges are the cheapest
(E) The watermelons are the cheapest
(F) The peaches are the cheapest
(G) The cantaloupes are the cheapest",(F)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: a brown book, a gray book, an orange book, a green book, a black book, a purple book, and a yellow book. The purple book is the leftmost. The brown book is to the right of the yellow book. The green book is to the left of the orange book. The orange book is to the left of the gray book. The black book is the third from the left. The green book is the third from the right.
Options:
(A) The brown book is the second from the left
(B) The gray book is the second from the left
(C) The orange book is the second from the left
(D) The green book is the second from the left
(E) The black book is the second from the left
(F) The purple book is the second from the left
(G) The yellow book is the second from the left",(G)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are seven birds: a blue jay, an owl, a hawk, a falcon, a hummingbird, a robin, and a quail. The hummingbird is to the left of the falcon. The owl is the second from the left. The robin is to the left of the hummingbird. The quail is to the right of the falcon. The robin is to the right of the owl. The blue jay is the third from the right.
Options:
(A) The blue jay is the second from the left
(B) The owl is the second from the left
(C) The hawk is the second from the left
(D) The falcon is the second from the left
(E) The hummingbird is the second from the left
(F) The robin is the second from the left
(G) The quail is the second from the left",(B)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: an orange book, a red book, a brown book, a blue book, a black book, a gray book, and a white book. The white book is the leftmost. The red book is to the right of the blue book. The orange book is the second from the right. The gray book is the fourth from the left. The black book is the rightmost. The gray book is to the right of the red book.
Options:
(A) The orange book is the third from the right
(B) The red book is the third from the right
(C) The brown book is the third from the right
(D) The blue book is the third from the right
(E) The black book is the third from the right
(F) The gray book is the third from the right
(G) The white book is the third from the right",(C)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are seven vehicles: a limousine, a minivan, a bus, a station wagon, a tractor, a truck, and a hatchback. The truck is the oldest. The tractor is older than the minivan. The minivan is the third-newest. The limousine is the fourth-newest. The station wagon is newer than the hatchback. The bus is the second-oldest.
Options:
(A) The limousine is the oldest
(B) The minivan is the oldest
(C) The bus is the oldest
(D) The station wagon is the oldest
(E) The tractor is the oldest
(F) The truck is the oldest
(G) The hatchback is the oldest",(F)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells seven fruits: watermelons, oranges, mangoes, cantaloupes, kiwis, pears, and peaches. The pears are the second-cheapest. The peaches are more expensive than the cantaloupes. The peaches are less expensive than the mangoes. The cantaloupes are more expensive than the kiwis. The oranges are the fourth-most expensive. The watermelons are the second-most expensive.
Options:
(A) The watermelons are the cheapest
(B) The oranges are the cheapest
(C) The mangoes are the cheapest
(D) The cantaloupes are the cheapest
(E) The kiwis are the cheapest
(F) The pears are the cheapest
(G) The peaches are the cheapest",(E)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are seven vehicles: a bus, a motorcyle, a hatchback, a station wagon, a minivan, a truck, and a limousine. The station wagon is the fourth-newest. The motorcyle is newer than the truck. The station wagon is older than the hatchback. The minivan is newer than the hatchback. The bus is newer than the minivan. The truck is newer than the limousine.
Options:
(A) The bus is the newest
(B) The motorcyle is the newest
(C) The hatchback is the newest
(D) The station wagon is the newest
(E) The minivan is the newest
(F) The truck is the newest
(G) The limousine is the newest",(A)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are seven birds: a hawk, a crow, an owl, a raven, a falcon, a quail, and a hummingbird. The hummingbird is the second from the left. The raven is the fourth from the left. The raven is to the right of the hawk. The owl is to the right of the crow. The falcon is the rightmost. The hawk is to the right of the hummingbird. The quail is the second from the right.
Options:
(A) The hawk is the third from the right
(B) The crow is the third from the right
(C) The owl is the third from the right
(D) The raven is the third from the right
(E) The falcon is the third from the right
(F) The quail is the third from the right
(G) The hummingbird is the third from the right",(C)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: a brown book, a gray book, an orange book, a green book, a black book, a purple book, and a yellow book. The purple book is the leftmost. The brown book is to the right of the yellow book. The green book is to the left of the orange book. The orange book is to the left of the gray book. The black book is the third from the left. The green book is the third from the right.
Options:
(A) The brown book is the fourth from the left
(B) The gray book is the fourth from the left
(C) The orange book is the fourth from the left
(D) The green book is the fourth from the left
(E) The black book is the fourth from the left
(F) The purple book is the fourth from the left
(G) The yellow book is the fourth from the left",(A)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: a brown book, a yellow book, a black book, a white book, a green book, an orange book, and a purple book. The purple book is the rightmost. The yellow book is the leftmost. The orange book is the second from the right. The brown book is to the left of the green book. The brown book is to the right of the black book. The white book is the fourth from the left.
Options:
(A) The brown book is the rightmost
(B) The yellow book is the rightmost
(C) The black book is the rightmost
(D) The white book is the rightmost
(E) The green book is the rightmost
(F) The orange book is the rightmost
(G) The purple book is the rightmost",(G)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are seven birds: a blue jay, an owl, a hawk, a falcon, a hummingbird, a robin, and a quail. The hummingbird is to the left of the falcon. The owl is the second from the left. The robin is to the left of the hummingbird. The quail is to the right of the falcon. The robin is to the right of the owl. The blue jay is the third from the right.
Options:
(A) The blue jay is the third from the right
(B) The owl is the third from the right
(C) The hawk is the third from the right
(D) The falcon is the third from the right
(E) The hummingbird is the third from the right
(F) The robin is the third from the right
(G) The quail is the third from the right",(A)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: a black book, an orange book, a yellow book, a white book, a blue book, a red book, and a green book. The red book is to the right of the yellow book. The white book is the second from the right. The red book is to the left of the green book. The blue book is to the right of the black book. The black book is the third from the right. The orange book is the leftmost.
Options:
(A) The black book is the leftmost
(B) The orange book is the leftmost
(C) The yellow book is the leftmost
(D) The white book is the leftmost
(E) The blue book is the leftmost
(F) The red book is the leftmost
(G) The green book is the leftmost",(B)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were seven golfers: Dan, Eve, Mya, Amy, Rob, Ada, and Joe. Amy finished third. Joe finished last. Mya finished above Dan. Eve finished fourth. Amy finished above Rob. Ada finished third-to-last.
Options:
(A) Dan finished second
(B) Eve finished second
(C) Mya finished second
(D) Amy finished second
(E) Rob finished second
(F) Ada finished second
(G) Joe finished second",(A)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: a purple book, a green book, a white book, a gray book, a red book, a black book, and a brown book. The gray book is to the left of the purple book. The white book is to the right of the brown book. The black book is the third from the right. The purple book is to the left of the white book. The white book is the second from the right. The gray book is the third from the left. The brown book is to the right of the green book.
Options:
(A) The purple book is the third from the left
(B) The green book is the third from the left
(C) The white book is the third from the left
(D) The gray book is the third from the left
(E) The red book is the third from the left
(F) The black book is the third from the left
(G) The brown book is the third from the left",(D)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells seven fruits: apples, plums, mangoes, watermelons, oranges, kiwis, and loquats. The watermelons are less expensive than the plums. The watermelons are more expensive than the oranges. The kiwis are less expensive than the oranges. The apples are more expensive than the loquats. The plums are less expensive than the mangoes. The mangoes are the third-most expensive.
Options:
(A) The apples are the second-cheapest
(B) The plums are the second-cheapest
(C) The mangoes are the second-cheapest
(D) The watermelons are the second-cheapest
(E) The oranges are the second-cheapest
(F) The kiwis are the second-cheapest
(G) The loquats are the second-cheapest",(E)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are seven vehicles: a sedan, a truck, a bus, a station wagon, a tractor, a convertible, and a limousine. The truck is the oldest. The tractor is the newest. The sedan is older than the station wagon. The station wagon is the third-newest. The bus is older than the convertible. The sedan is newer than the convertible.
Options:
(A) The sedan is the fourth-newest
(B) The truck is the fourth-newest
(C) The bus is the fourth-newest
(D) The station wagon is the fourth-newest
(E) The tractor is the fourth-newest
(F) The convertible is the fourth-newest
(G) The limousine is the fourth-newest",(A)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were seven golfers: Mel, Rob, Eli, Dan, Ana, Ada, and Mya. Ana finished last. Mya finished above Rob. Dan finished above Mya. Rob finished fourth. Eli finished second. Mel finished above Ada.
Options:
(A) Mel finished fourth
(B) Rob finished fourth
(C) Eli finished fourth
(D) Dan finished fourth
(E) Ana finished fourth
(F) Ada finished fourth
(G) Mya finished fourth",(B)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells seven fruits: loquats, watermelons, oranges, kiwis, apples, plums, and peaches. The plums are the cheapest. The watermelons are the third-most expensive. The apples are more expensive than the oranges. The kiwis are the most expensive. The apples are less expensive than the peaches. The loquats are the third-cheapest.
Options:
(A) The loquats are the second-most expensive
(B) The watermelons are the second-most expensive
(C) The oranges are the second-most expensive
(D) The kiwis are the second-most expensive
(E) The apples are the second-most expensive
(F) The plums are the second-most expensive
(G) The peaches are the second-most expensive",(G)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are seven vehicles: a bus, a motorcyle, a hatchback, a station wagon, a minivan, a truck, and a limousine. The station wagon is the fourth-newest. The motorcyle is newer than the truck. The station wagon is older than the hatchback. The minivan is newer than the hatchback. The bus is newer than the minivan. The truck is newer than the limousine.
Options:
(A) The bus is the fourth-newest
(B) The motorcyle is the fourth-newest
(C) The hatchback is the fourth-newest
(D) The station wagon is the fourth-newest
(E) The minivan is the fourth-newest
(F) The truck is the fourth-newest
(G) The limousine is the fourth-newest",(D)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are seven vehicles: a station wagon, a limousine, a truck, a minivan, a motorcyle, a hatchback, and a bus. The motorcyle is older than the truck. The station wagon is older than the hatchback. The motorcyle is newer than the hatchback. The bus is the second-newest. The minivan is the oldest. The limousine is older than the station wagon.
Options:
(A) The station wagon is the oldest
(B) The limousine is the oldest
(C) The truck is the oldest
(D) The minivan is the oldest
(E) The motorcyle is the oldest
(F) The hatchback is the oldest
(G) The bus is the oldest",(D)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: an orange book, a red book, a green book, a white book, a purple book, a brown book, and a yellow book. The green book is to the left of the purple book. The white book is to the right of the orange book. The green book is to the right of the brown book. The yellow book is to the right of the white book. The red book is to the right of the yellow book. The brown book is to the right of the red book.
Options:
(A) The orange book is the rightmost
(B) The red book is the rightmost
(C) The green book is the rightmost
(D) The white book is the rightmost
(E) The purple book is the rightmost
(F) The brown book is the rightmost
(G) The yellow book is the rightmost",(E)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are seven vehicles: a limousine, a minivan, a bus, a station wagon, a tractor, a truck, and a hatchback. The truck is the oldest. The tractor is older than the minivan. The minivan is the third-newest. The limousine is the fourth-newest. The station wagon is newer than the hatchback. The bus is the second-oldest.
Options:
(A) The limousine is the newest
(B) The minivan is the newest
(C) The bus is the newest
(D) The station wagon is the newest
(E) The tractor is the newest
(F) The truck is the newest
(G) The hatchback is the newest",(D)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were seven golfers: Joe, Eli, Ada, Mel, Eve, Rob, and Ana. Joe finished first. Mel finished second-to-last. Rob finished above Eve. Mel finished above Eli. Rob finished below Ada. Eve finished fourth.
Options:
(A) Joe finished third
(B) Eli finished third
(C) Ada finished third
(D) Mel finished third
(E) Eve finished third
(F) Rob finished third
(G) Ana finished third",(F)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are seven birds: a cardinal, a blue jay, a robin, a falcon, a quail, a hummingbird, and a raven. The falcon is to the right of the quail. The robin is to the right of the hummingbird. The raven is to the left of the quail. The blue jay is the second from the left. The robin is the third from the left. The cardinal is the third from the right.
Options:
(A) The cardinal is the leftmost
(B) The blue jay is the leftmost
(C) The robin is the leftmost
(D) The falcon is the leftmost
(E) The quail is the leftmost
(F) The hummingbird is the leftmost
(G) The raven is the leftmost",(F)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: a brown book, a white book, a black book, a yellow book, an orange book, a blue book, and a green book. The yellow book is the rightmost. The blue book is to the left of the orange book. The green book is to the right of the white book. The blue book is to the right of the green book. The black book is the fourth from the left. The brown book is the third from the right.
Options:
(A) The brown book is the rightmost
(B) The white book is the rightmost
(C) The black book is the rightmost
(D) The yellow book is the rightmost
(E) The orange book is the rightmost
(F) The blue book is the rightmost
(G) The green book is the rightmost",(D)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: a green book, a brown book, a white book, a black book, an orange book, a purple book, and a yellow book. The purple book is to the left of the yellow book. The green book is to the left of the white book. The brown book is to the right of the yellow book. The white book is the fourth from the left. The green book is to the right of the orange book. The black book is the second from the left.
Options:
(A) The green book is the second from the right
(B) The brown book is the second from the right
(C) The white book is the second from the right
(D) The black book is the second from the right
(E) The orange book is the second from the right
(F) The purple book is the second from the right
(G) The yellow book is the second from the right",(G)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were seven golfers: Ada, Amy, Eli, Rob, Joe, Eve, and Ana. Rob finished second. Rob finished above Eve. Joe finished above Ada. Joe finished below Eve. Ada finished above Ana. Eli finished third-to-last.
Options:
(A) Ada finished second
(B) Amy finished second
(C) Eli finished second
(D) Rob finished second
(E) Joe finished second
(F) Eve finished second
(G) Ana finished second",(D)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells seven fruits: apples, plums, mangoes, watermelons, oranges, kiwis, and loquats. The watermelons are less expensive than the plums. The watermelons are more expensive than the oranges. The kiwis are less expensive than the oranges. The apples are more expensive than the loquats. The plums are less expensive than the mangoes. The mangoes are the third-most expensive.
Options:
(A) The apples are the most expensive
(B) The plums are the most expensive
(C) The mangoes are the most expensive
(D) The watermelons are the most expensive
(E) The oranges are the most expensive
(F) The kiwis are the most expensive
(G) The loquats are the most expensive",(A)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells seven fruits: plums, kiwis, cantaloupes, pears, watermelons, apples, and loquats. The watermelons are more expensive than the cantaloupes. The apples are less expensive than the cantaloupes. The watermelons are the second-most expensive. The loquats are less expensive than the kiwis. The apples are more expensive than the loquats. The loquats are the third-cheapest. The plums are the cheapest.
Options:
(A) The plums are the third-cheapest
(B) The kiwis are the third-cheapest
(C) The cantaloupes are the third-cheapest
(D) The pears are the third-cheapest
(E) The watermelons are the third-cheapest
(F) The apples are the third-cheapest
(G) The loquats are the third-cheapest",(G)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were seven golfers: Ana, Eve, Ada, Dan, Rob, Amy, and Joe. Dan finished third. Ana finished above Ada. Amy finished last. Dan finished below Rob. Eve finished below Ada. Rob finished below Joe.
Options:
(A) Ana finished second
(B) Eve finished second
(C) Ada finished second
(D) Dan finished second
(E) Rob finished second
(F) Amy finished second
(G) Joe finished second",(E)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were seven golfers: Ana, Eve, Ada, Dan, Rob, Amy, and Joe. Dan finished third. Ana finished above Ada. Amy finished last. Dan finished below Rob. Eve finished below Ada. Rob finished below Joe.
Options:
(A) Ana finished last
(B) Eve finished last
(C) Ada finished last
(D) Dan finished last
(E) Rob finished last
(F) Amy finished last
(G) Joe finished last",(F)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are seven vehicles: a motorcyle, a sedan, a station wagon, a tractor, a minivan, a bus, and a truck. The motorcyle is older than the minivan. The minivan is older than the tractor. The bus is newer than the truck. The station wagon is the third-newest. The sedan is older than the truck. The tractor is older than the sedan.
Options:
(A) The motorcyle is the third-oldest
(B) The sedan is the third-oldest
(C) The station wagon is the third-oldest
(D) The tractor is the third-oldest
(E) The minivan is the third-oldest
(F) The bus is the third-oldest
(G) The truck is the third-oldest",(D)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are seven vehicles: a limousine, a sedan, a tractor, a motorcyle, a minivan, a hatchback, and a truck. The minivan is newer than the limousine. The tractor is the second-newest. The truck is older than the sedan. The minivan is older than the truck. The hatchback is newer than the tractor. The motorcyle is the fourth-newest.
Options:
(A) The limousine is the oldest
(B) The sedan is the oldest
(C) The tractor is the oldest
(D) The motorcyle is the oldest
(E) The minivan is the oldest
(F) The hatchback is the oldest
(G) The truck is the oldest",(A)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: a brown book, a yellow book, a black book, a white book, a green book, an orange book, and a purple book. The purple book is the rightmost. The yellow book is the leftmost. The orange book is the second from the right. The brown book is to the left of the green book. The brown book is to the right of the black book. The white book is the fourth from the left.
Options:
(A) The brown book is the second from the left
(B) The yellow book is the second from the left
(C) The black book is the second from the left
(D) The white book is the second from the left
(E) The green book is the second from the left
(F) The orange book is the second from the left
(G) The purple book is the second from the left",(C)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: a purple book, a brown book, a red book, a blue book, a gray book, a black book, and a green book. The brown book is to the left of the green book. The gray book is the second from the left. The black book is to the left of the gray book. The blue book is to the left of the red book. The blue book is the second from the right. The green book is to the left of the purple book.
Options:
(A) The purple book is the second from the left
(B) The brown book is the second from the left
(C) The red book is the second from the left
(D) The blue book is the second from the left
(E) The gray book is the second from the left
(F) The black book is the second from the left
(G) The green book is the second from the left",(E)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: an orange book, a green book, a red book, a gray book, a purple book, a blue book, and a brown book. The purple book is the fourth from the left. The brown book is the third from the left. The green book is to the left of the blue book. The red book is the leftmost. The gray book is the third from the right. The orange book is the rightmost.
Options:
(A) The orange book is the second from the left
(B) The green book is the second from the left
(C) The red book is the second from the left
(D) The gray book is the second from the left
(E) The purple book is the second from the left
(F) The blue book is the second from the left
(G) The brown book is the second from the left",(B)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are seven birds: a cardinal, a blue jay, a robin, a falcon, a quail, a hummingbird, and a raven. The falcon is to the right of the quail. The robin is to the right of the hummingbird. The raven is to the left of the quail. The blue jay is the second from the left. The robin is the third from the left. The cardinal is the third from the right.
Options:
(A) The cardinal is the third from the left
(B) The blue jay is the third from the left
(C) The robin is the third from the left
(D) The falcon is the third from the left
(E) The quail is the third from the left
(F) The hummingbird is the third from the left
(G) The raven is the third from the left",(C)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: a purple book, a brown book, a red book, a blue book, a gray book, a black book, and a green book. The brown book is to the left of the green book. The gray book is the second from the left. The black book is to the left of the gray book. The blue book is to the left of the red book. The blue book is the second from the right. The green book is to the left of the purple book.
Options:
(A) The purple book is the second from the right
(B) The brown book is the second from the right
(C) The red book is the second from the right
(D) The blue book is the second from the right
(E) The gray book is the second from the right
(F) The black book is the second from the right
(G) The green book is the second from the right",(D)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: a blue book, a yellow book, a brown book, a gray book, a green book, a purple book, and an orange book. The blue book is to the right of the brown book. The gray book is the rightmost. The purple book is to the left of the green book. The green book is to the left of the yellow book. The brown book is the second from the left. The purple book is to the right of the blue book.
Options:
(A) The blue book is the second from the right
(B) The yellow book is the second from the right
(C) The brown book is the second from the right
(D) The gray book is the second from the right
(E) The green book is the second from the right
(F) The purple book is the second from the right
(G) The orange book is the second from the right",(B)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are seven birds: a cardinal, a blue jay, a robin, a crow, a falcon, a hawk, and a raven. The hawk is the second from the right. The raven is the fourth from the left. The robin is the second from the left. The cardinal is to the left of the raven. The falcon is to the left of the robin. The crow is to the right of the blue jay.
Options:
(A) The cardinal is the second from the left
(B) The blue jay is the second from the left
(C) The robin is the second from the left
(D) The crow is the second from the left
(E) The falcon is the second from the left
(F) The hawk is the second from the left
(G) The raven is the second from the left",(C)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were seven golfers: Joe, Eli, Ada, Mel, Eve, Rob, and Ana. Joe finished first. Mel finished second-to-last. Rob finished above Eve. Mel finished above Eli. Rob finished below Ada. Eve finished fourth.
Options:
(A) Joe finished second
(B) Eli finished second
(C) Ada finished second
(D) Mel finished second
(E) Eve finished second
(F) Rob finished second
(G) Ana finished second",(C)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are seven vehicles: a sedan, a minivan, a motorcyle, a limousine, a hatchback, a truck, and a tractor. The motorcyle is older than the tractor. The hatchback is older than the limousine. The hatchback is newer than the truck. The truck is newer than the tractor. The minivan is the second-newest. The sedan is the third-newest.
Options:
(A) The sedan is the third-newest
(B) The minivan is the third-newest
(C) The motorcyle is the third-newest
(D) The limousine is the third-newest
(E) The hatchback is the third-newest
(F) The truck is the third-newest
(G) The tractor is the third-newest",(A)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are seven birds: an owl, a crow, a falcon, a cardinal, a hummingbird, a quail, and a hawk. The falcon is to the left of the crow. The quail is to the right of the cardinal. The hummingbird is to the right of the quail. The falcon is the second from the right. The hummingbird is to the left of the hawk. The owl is the third from the left.
Options:
(A) The owl is the fourth from the left
(B) The crow is the fourth from the left
(C) The falcon is the fourth from the left
(D) The cardinal is the fourth from the left
(E) The hummingbird is the fourth from the left
(F) The quail is the fourth from the left
(G) The hawk is the fourth from the left",(E)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are seven birds: a cardinal, a blue jay, a robin, a crow, a falcon, a hawk, and a raven. The hawk is the second from the right. The raven is the fourth from the left. The robin is the second from the left. The cardinal is to the left of the raven. The falcon is to the left of the robin. The crow is to the right of the blue jay.
Options:
(A) The cardinal is the third from the right
(B) The blue jay is the third from the right
(C) The robin is the third from the right
(D) The crow is the third from the right
(E) The falcon is the third from the right
(F) The hawk is the third from the right
(G) The raven is the third from the right",(B)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were seven golfers: Joe, Eve, Mel, Amy, Mya, Dan, and Rob. Amy finished above Dan. Rob finished third. Mel finished below Rob. Dan finished second-to-last. Eve finished above Amy. Mel finished above Dan. Joe finished fourth.
Options:
(A) Joe finished second-to-last
(B) Eve finished second-to-last
(C) Mel finished second-to-last
(D) Amy finished second-to-last
(E) Mya finished second-to-last
(F) Dan finished second-to-last
(G) Rob finished second-to-last",(F)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are seven birds: a hawk, a hummingbird, a quail, an owl, a crow, a robin, and a cardinal. The cardinal is the second from the right. The hawk is the rightmost. The owl is to the left of the hummingbird. The robin is to the left of the quail. The owl is to the right of the crow. The robin is the fourth from the left.
Options:
(A) The hawk is the third from the left
(B) The hummingbird is the third from the left
(C) The quail is the third from the left
(D) The owl is the third from the left
(E) The crow is the third from the left
(F) The robin is the third from the left
(G) The cardinal is the third from the left",(B)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: a yellow book, a red book, a gray book, a blue book, a white book, an orange book, and a purple book. The red book is the third from the right. The white book is to the right of the orange book. The purple book is the third from the left. The yellow book is to the right of the purple book. The blue book is to the right of the red book. The blue book is to the left of the gray book.
Options:
(A) The yellow book is the third from the left
(B) The red book is the third from the left
(C) The gray book is the third from the left
(D) The blue book is the third from the left
(E) The white book is the third from the left
(F) The orange book is the third from the left
(G) The purple book is the third from the left",(G)
"The following paragraphs each describe a set of seven objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are seven books: a white book, a gray book, a yellow book, a purple book, a red book, a black book, and a green book. The black book is the second from the right. The red book is to the left of the green book. The red book is the second from the left. The gray book is the third from the right. The yellow book is the third from the left. The white book is the fourth from the left.
Options:
(A) The white book is the second from the left
(B) The gray book is the second from the left
(C) The yellow book is the second from the left
(D) The purple book is the second from the left
(E) The red book is the second from the left
(F) The black book is the second from the left
(G) The green book is the second from the left",(E)
